PrDM	T090C	T190C	C0S/m	C1S/m	Par	OxMm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
184.935	-0.2252	-0.2254	2.841934	2.841831	1.15E-01	223.524	34.3115	-0.0001	-0.0001	96.5472	-68.25802	-75.15876	-0.072	0	-0.0001	34.3205	34.3193	-0.0012	-0.000103	183	34.3205	34.3193	27.569	27.569	-0.0001	-0.000103	-0.0012	0.00E+00
185.946	-0.221	-0.2212	2.842356	2.842259	1.13E-01	223.191	34.3131	-0.000095	-0.0002	96.5307	-68.25802	-75.15876	-0.0712	0	-0.0002	34.3208	34.3197	-0.001	-0.000097	184	34.3208	34.3197	27.5691	27.5691	-0.0002	-0.000097	-0.001	0.00E+00
186.957	-0.2132	-0.2128	2.84314	2.843089	1.11E-01	222.933	34.3153	-0.00005	0.0003	96.5353	-68.25802	-75.15876	-0.0714	0	0.0003	34.3218	34.3207	-0.001	-0.000051	185	34.3218	34.3207	27.5695	27.5695	0.0003	-0.000051	-0.001	0.00E+00
187.968	-0.2077	-0.207	2.843778	2.84377	1.08E-01	221.662	34.3181	-0.000009	0.0007	96.5383	-68.25802	-75.15876	-0.0776	0	0.0007	34.3235	34.3226	-0.0009	-0.000009	186	34.3235	34.3226	27.5706	27.5706	0.0007	-0.000009	-0.0009	0.00E+00
188.979	-0.1875	-0.1859	2.845646	2.845745	1.05E-01	220.907	34.3202	0.000097	0.0016	96.5264	-68.25802	-75.15876	-0.0638	0	0.0016	34.3251	34.3246	-0.0005	0.0001	187	34.3251	34.3246	27.5709	27.5709	0.0016	0.0001	-0.0005	0.00E+00
189.99	-0.1716	-0.1706	2.847517	2.847507	1.02E-01	220.425	34.3263	-0.000011	0.001	96.5234	-68.25802	-75.15876	-0.0654	0	0.001	34.3314	34.3302	-0.0013	-0.00001	188	34.3314	34.3302	27.5752	27.5752	0.001	-0.00001	-0.0013	0.00E+00
191.001	-0.189	-0.1861	2.845976	2.846217	1.00E-01	218.542	34.3279	0.000237	0.0029	96.5265	-68.25802	-75.15876	-0.0673	0	0.0029	34.3299	34.3298	-0.0001	0.000241	189	34.3299	34.3298	27.5749	27.5749	0.0029	0.000241	-0.0001	0.00E+00
192.012	-0.1668	-0.1667	2.848349	2.848264	9.80E-02	216.646	34.3324	-0.000081	0.0001	96.5302	-68.25802	-75.15876	-0.0697	0	0.0001	34.3359	34.3347	-0.0012	-0.000084	190	34.3359	34.3347	27.5786	27.5786	0.0001	-0.000084	-0.0012	0.00E+00
193.023	-0.1407	-0.1403	2.850997	2.850919	9.76E-02	215.586	34.3369	-0.000074	0.0004	96.5361	-68.25802	-75.15876	-0.0787	0	0.0004	34.3412	34.3397	-0.0014	-0.000078	191	34.3412	34.3397	27.5816	27.5816	0.0004	-0.000078	-0.0014	0.00E+00
194.034	-0.1037	-0.1034	2.854839	2.854804	9.50E-02	214.796	34.3457	-0.000033	0.0003	96.5333	-68.25802	-75.15876	-0.0759	0	0.0003	34.3501	34.3492	-0.0008	-0.000035	192	34.3501	34.3492	27.5869	27.5869	0.0003	-0.000035	-0.0008	0.00E+00
195.045	-0.0837	-0.0833	2.857057	2.85698	9.25E-02	214.186	34.3517	-0.000075	0.0004	96.5222	-68.25802	-75.15876	-0.0747	0	0.0004	34.3564	34.355	-0.0014	-0.000077	193	34.3564	34.355	27.591	27.591	0.0004	-0.000077	-0.0014	0.00E+00
196.057	-0.0756	-0.0754	2.857874	2.857828	9.08E-02	213.843	34.3539	-0.000044	0.0001	96.5237	-68.25802	-75.15876	-0.074	0	0.0001	34.3575	34.3568	-0.0007	-0.000046	194	34.3575	34.3568	27.5915	27.5915	0.0001	-0.000046	-0.0007	0.00E+00
197.068	-0.058	-0.0581	2.85965	2.859586	8.87E-02	212.964	34.3572	-0.000063	-0.0001	96.529	-68.25802	-75.15876	-0.0761	0	-0.0001	34.3608	34.36	-0.0008	-0.000064	195	34.3608	34.36	27.5932	27.5932	-0.0001	-0.000064	-0.0008	0.00E+00
198.079	-0.03	-0.0299	2.862493	2.862429	8.73E-02	211.405	34.3625	-0.000062	0.0001	96.5281	-68.25802	-75.15876	-0.0767	0	0.0001	34.3665	34.3655	-0.001	-0.000063	196	34.3665	34.3655	27.5963	27.5963	0.0001	-0.000063	-0.001	0.00E+00
199.09	0.0077	0.0072	2.866304	2.866199	8.57E-02	210.416	34.3697	-0.000102	-0.0005	96.5107	-68.25802	-75.15876	-0.0747	0	-0.0005	34.374	34.3732	-0.0008	-0.000105	197	34.374	34.3732	27.6005	27.6005	-0.0005	-0.000105	-0.0008	0.00E+00
200.101	0.0234	0.0229	2.867993	2.867878	8.41E-02	210.011	34.3737	-0.000112	-0.0005	96.5295	-68.25802	-75.15876	-0.0703	0	-0.0005	34.3781	34.3772	-0.0009	-0.000115	198	34.3781	34.3772	27.603	27.603	-0.0005	-0.000115	-0.0009	0.00E+00
201.112	0.0459	0.046	2.870352	2.870297	8.26E-02	209.09	34.3793	-0.000055	0.0001	96.5275	-68.25802	-75.15876	-0.0714	0	0.0001	34.3836	34.3827	-0.0008	-0.000054	199	34.3836	34.3827	27.6062	27.6062	0.0001	-0.000055	-0.0008	0.00E+00
202.123	0.0599	0.06	2.871814	2.871747	8.04E-02	209.108	34.3825	-0.000067	0.0001	96.532	-68.25802	-75.15876	-0.0736	0	0.0001	34.3865	34.3855	-0.001	-0.000067	200	34.3865	34.3855	27.6078	27.6078	0.0001	-0.000067	-0.001	0.00E+00
203.134	0.0682	0.0684	2.872698	2.87264	7.90E-02	207.085	34.3846	-0.000058	0.0002	96.525	-68.25802	-75.15876	-0.0659	0	0.0002	34.3883	34.3873	-0.001	-0.000058	201	34.3883	34.3873	27.6088	27.6088	0.0002	-0.000058	-0.001	0.00E+00
204.145	0.099	0.0989	2.875638	2.875574	7.75E-02	206.831	34.388	-0.000062	-0.0001	96.4223	-68.25802	-75.15876	-0.0697	0	-0.0001	34.392	34.3912	-0.0007	-0.000064	202	34.392	34.3913	27.6102	27.6102	-0.0001	-0.000064	-0.0007	0.00E+00
205.156	0.1351	0.1397	2.879369	2.879787	7.51E-02	205.84	34.3971	0.000412	0.0047	96.5237	-68.25802	-75.15876	-0.0667	0	0.0046	34.4002	34.4006	0.0002	0.000418	203	34.4002	34.4006	27.6149	27.6149	0.0046	0.000418	0.0002	0.00E+00
206.168	0.1803	0.1811	2.884136	2.884135	7.49E-02	203.485	34.4071	-0.000002	0.0008	96.5291	-68.25802	-75.15876	-0.075	0	0.0008	34.4119	34.411	-0.0009	-0.000001	204	34.4119	34.411	27.6218	27.6218	0.0008	-0.000001	-0.0009	0.00E+00
207.179	0.2121	0.2135	2.887347	2.887397	7.39E-02	202.402	34.4126	0.000055	0.0015	96.4825	-68.25802	-75.15876	-0.0783	0	0.0014	34.4179	34.417	-0.0009	0.000051	205	34.4179	34.417	27.625	27.625	0.0014	0.00005	-0.0009	0.00E+00
208.19	0.2351	0.2363	2.889794	2.889796	7.22E-02	202.039	34.4179	0.000004	0.0011	96.5153	-68.25802	-75.15876	-0.0809	0	0.0012	34.4238	34.4225	-0.0012	0.000001	206	34.4238	34.4225	27.6284	27.6284	0.0012	0.000001	-0.0012	0.00E+00
209.201	0.2507	0.2495	2.891385	2.891165	7.09E-02	201.847	34.4209	-0.000214	-0.0012	96.5221	-68.25802	-75.15876	-0.0744	0	-0.0012	34.4266	34.4251	-0.0014	-0.000221	207	34.4266	34.4251	27.6298	27.6298	-0.0012	-0.000221	-0.0014	0.00E+00
210.212	0.2564	0.2558	2.892008	2.891825	7.04E-02	201.159	34.4232	-0.000179	-0.0006	96.5188	-68.25802	-75.15876	-0.0739	0	-0.0006	34.4278	34.4261	-0.0017	-0.000183	208	34.4278	34.4261	27.6305	27.6305	-0.0006	-0.000183	-0.0017	0.00E+00
211.223	0.2686	0.268	2.893265	2.893093	6.85E-02	200.607	34.4258	-0.00017	-0.0006	96.5252	-68.25802	-75.15876	-0.0744	0	-0.0006	34.4302	34.4286	-0.0016	-0.000172	209	34.4302	34.4286	27.6317	27.6317	-0.0006	-0.000172	-0.0016	0.00E+00
212.234	0.2877	0.289	2.895121	2.895113	6.75E-02	200.058	34.4279	-0.000013	0.0013	96.5261	-68.25802	-75.15876	-0.0756	0	0.0013	34.4325	34.431	-0.0016	-0.000008	210	34.4325	34.431	27.6325	27.6325	0.0013	-0.000008	-0.0016	0.00E+00
213.246	0.3295	0.3309	2.899433	2.899451	6.61E-02	199.796	34.4365	0.000016	0.0014	96.5279	-68.25802	-75.15876	-0.0753	0	0.0014	34.4418	34.4405	-0.0013	0.000018	211	34.4418	34.4405	27.6376	27.6376	0.0014	0.000019	-0.0013	0.00E+00
214.257	0.342	0.341	2.900724	2.900625	6.44E-02	199.959	34.4406	-0.000095	-0.0009	96.5235	-68.25802	-75.15876	-0.0696	0	-0.0009	34.4442	34.4439	-0.0002	-0.000099	212	34.4442	34.444	27.6389	27.6389	-0.0009	-0.000099	-0.0002	0.00E+00
215.268	0.3547	0.3565	2.901973	2.902208	6.38E-02	198.717	34.4442	0.000228	0.0018	96.517	-68.25802	-75.15876	-0.07	0	0.0019	34.4458	34.4468	0.001	0.000235	213	34.4458	34.4468	27.6394	27.6394	0.0019	0.000236	0.001	0.00E+00
216.279	0.3701	0.3704	2.903781	2.903731	6.31E-02	198.593	34.4481	-0.000049	0.0003	96.5194	-68.25802	-75.15876	-0.075	0	0.0003	34.4516	34.4506	-0.001	-0.000049	214	34.4516	34.4506	27.6433	27.6433	0.0003	-0.000049	-0.001	0.00E+00
217.29	0.3761	0.3765	2.904477	2.904415	6.24E-02	198.694	34.4498	-0.000061	0.0005	96.5244	-68.25802	-75.15876	-0.0725	0	0.0005	34.4535	34.4522	-0.0013	-0.000063	215	34.4535	34.4522	27.6444	27.6444	0.0005	-0.000063	-0.0013	0.00E+00
218.302	0.3787	0.3788	2.905115	2.90506	6.05E-02	198.831	34.4553	-0.000055	0.0001	96.5251	-68.25802	-75.15876	-0.07	0	0.0001	34.4583	34.4574	-0.0009	-0.000055	216	34.4583	34.4574	27.6482	27.6482	0.0001	-0.000055	-0.0009	0.00E+00
219.313	0.3772	0.3772	2.905118	2.905032	6.01E-02	198.689	34.4566	-0.000084	0.0001	96.5202	-68.25802	-75.15876	-0.0729	0	0.0001	34.4595	34.4583	-0.0012	-0.000085	217	34.4595	34.4583	27.6492	27.6492	0.0001	-0.000085	-0.0012	0.00E+00
220.324	0.3759	0.3765	2.904922	2.904935	5.98E-02	197.554	34.4562	0.000013	0.0006	96.5361	-68.25802	-75.15876	-0.08	0	0.0006	34.4578	34.4573	-0.0005	0.000013	218	34.4578	34.4573	27.6479	27.6479	0.0006	0.000013	-0.0005	0.00E+00
221.335	0.4078	0.4083	2.908096	2.908015	5.77E-02	195.776	34.4595	-0.000078	0.0006	96.5366	-68.25802	-75.15876	-0.0733	0	0.0006	34.4631	34.4614	-0.0017	-0.000081	219	34.4631	34.4614	27.6503	27.6503	0.0006	-0.000081	-0.0017	0.00E+00
222.346	0.4542	0.4542	2.91293	2.912812	5.76E-02	194.803	34.4692	-0.000119	0	96.535	-68.25802	-75.15876	-0.0751	0	0	34.4739	34.4724	-0.0015	-0.000118	220	34.4739	34.4724	27.6563	27.6563	0	-0.000118	-0.0015	0.00E+00
223.358	0.4681	0.4676	2.91434	2.91422	5.68E-02	194.412	34.4721	-0.000117	-0.0004	96.5315	-68.25802	-75.15876	-0.0706	0	-0.0004	34.4763	34.4752	-0.001	-0.000119	221	34.4763	34.4752	27.6574	27.6574	-0.0004	-0.000119	-0.001	0.00E+00
224.369	0.4785	0.4783	2.915406	2.915344	5.60E-02	193.782	34.4748	-0.000061	-0.0002	96.4425	-68.25802	-75.15876	-0.0722	0	-0.0002	34.4779	34.4774	-0.0005	-0.000062	222	34.4779	34.4774	27.6582	27.6582	-0.0002	-0.000062	-0.0005	0.00E+00
225.38	0.5061	0.5057	2.918104	2.91806	5.52E-02	192.132	34.479	-0.000041	-0.0004	96.5232	-68.25802	-75.15876	-0.0761	0	-0.0004	34.4818	34.4817	-0.0001	-0.000043	223	34.4818	34.4817	27.6597	27.6597	-0.0004	-0.000043	-0.0001	0.00E+00
226.391	0.5403	0.5405	2.921681	2.921631	5.44E-02	191.595	34.4857	-0.000052	0.0002	96.523	-68.25802	-75.15876	-0.0632	0	0.0002	34.4898	34.4888	-0.0009	-0.00005	224	34.4898	34.4888	27.664	27.664	0.0002	-0.00005	-0.0009	0.00E+00
227.402	0.5507	0.5511	2.922839	2.922805	5.40E-02	191.44	34.4889	-0.000034	0.0004	96.5216	-68.25802	-75.15876	-0.0652	0	0.0004	34.4926	34.4918	-0.0008	-0.000034	225	34.4926	34.4918	27.6657	27.6657	0.0004	-0.000034	-0.0009	0.00E+00
228.414	0.5543	0.5545	2.923241	2.923167	5.38E-02	191.099	34.4895	-0.000074	0.0002	96.5247	-68.25802	-75.15876	-0.0794	0	0.0002	34.4933	34.4921	-0.0012	-0.000074	226	34.4933	34.4921	27.666	27.666	0.0002	-0.000074	-0.0012	0.00E+00
229.425	0.5634	0.5639	2.924168	2.924123	5.21E-02	190.972	34.491	-0.000046	0.0005	96.5118	-68.25802	-75.15876	-0.0734	0	0.0005	34.4946	34.4935	-0.0011	-0.000046	227	34.4946	34.4935	27.6666	27.6666	0.0005	-0.000046	-0.0011	0.00E+00
230.436	0.569	0.5705	2.924753	2.92481	5.11E-02	191.126	34.4923	0.000053	0.0015	96.5053	-68.25802	-75.15876	-0.0663	0	0.0015	34.4954	34.4945	-0.0009	0.000057	228	34.4954	34.4945	27.6669	27.6669	0.0015	0.000057	-0.0009	0.00E+00
231.447	0.5691	0.5725	2.924785	2.925089	5.10E-02	190.639	34.4938	0.000299	0.0034	96.5024	-68.25802	-75.15876	-0.0689	0	0.0034	34.4951	34.4952	0.0001	0.000304	229	34.4951	34.4952	27.6666	27.6666	0.0034	0.000304	0.0001	0.00E+00
232.459	0.5826	0.5826	2.926239	2.926166	5.09E-02	190.107	34.4961	-0.00007	0.0001	96.4993	-68.25802	-75.15876	-0.0713	0	0.0001	34.4985	34.4974	-0.001	-0.000073	230	34.4985	34.4974	27.6685	27.6685	0.0001	-0.000073	-0.001	0.00E+00
233.47	0.5926	0.5927	2.92731	2.927215	4.96E-02	189.945	34.4978	-0.000093	0.0001	96.4987	-68.25802	-75.15876	-0.0607	0	0.0001	34.5006	34.4993	-0.0013	-0.000095	231	34.5006	34.4993	27.6696	27.6696	0.0001	-0.000095	-0.0013	0.00E+00
234.481	0.6016	0.6022	2.928262	2.928227	5.05E-02	189.164	34.4997	-0.000035	0.0007	96.4961	-68.25802	-75.15876	-0.0777	0	0.0007	34.5024	34.5012	-0.0012	-0.000036	232	34.5024	34.5012	27.6706	27.6706	0.0007	-0.000036	-0.0012	0.00E+00
235.492	0.6084	0.609	2.929044	2.928999	4.79E-02	188.988	34.5015	-0.000042	0.0007	96.4888	-68.25802	-75.15876	-0.0668	0	0.0007	34.5044	34.5031	-0.0013	-0.000045	233	34.5044	34.5031	27.6718	27.6718	0.0007	-0.000045	-0.0013	0.00E+00
236.504	0.6272	0.6283	2.93085	2.93086	4.77E-02	189.197	34.5032	0.00001	0.0011	96.4982	-68.25802	-75.15876	-0.0638	0	0.0011	34.5063	34.5052	-0.0011	0.00001	234	34.5063	34.5052	27.6722	27.6722	0.0011	0.00001	-0.0011	0.00E+00
237.515	0.6178	0.6222	2.929974	2.930282	4.75E-02	187.373	34.503	0.0003	0.0044	96.498	-68.25802	-75.15876	-0.0682	0	0.0044	34.5048	34.504	-0.001	0.000308	235	34.5048	34.504	27.6715	27.6715	0.0044	0.000308	-0.001	0.00E+00
238.526	0.6943	0.6944	2.937985	2.937902	4.70E-02	186.784	34.5189	-0.000081	0.0001	96.4986	-68.25802	-75.15876	-0.0746	0	0.0001	34.5233	34.522	-0.0012	-0.000083	236	34.5233	34.522	27.6817	27.6817	0.0001	-0.000083	-0.0012	0.00E+00
239.538	0.6968	0.6971	2.938359	2.938284	4.51E-02	186.648	34.5206	-0.00007	0.0003	96.4819	-68.25802	-75.15876	-0.0638	0	0.0003	34.5247	34.5234	-0.0012	-0.000075	237	34.5247	34.5234	27.6827	27.6827	0.0003	-0.000075	-0.0012	0.00E+00
240.549	0.7062	0.7063	2.939399	2.939287	4.64E-02	186.468	34.5228	-0.000109	0.0001	96.4803	-68.25802	-75.15876	-0.0701	0	0.0001	34.5271	34.5256	-0.0015	-0.000111	238	34.5271	34.5256	27.6841	27.6841	0.0001	-0.000111	-0.0015	0.00E+00
241.56	0.7128	0.7122	2.940098	2.93996	4.59E-02	186.38	34.5246	-0.000133	-0.0006	96.4824	-68.25802	-75.15876	-0.0744	0	-0.0006	34.5283	34.5272	-0.001	-0.000138	239	34.5283	34.5272	27.6845	27.6845	-0.0006	-0.000138	-0.001	0.00E+00
242.571	0.7063	0.7073	2.939423	2.939459	4.49E-02	185.847	34.5241	0.000033	0.001	96.4864	-68.25802	-75.15876	-0.074	0	0.001	34.5262	34.5255	-0.0007	0.000035	240	34.5262	34.5255	27.6833	27.6833	0.001	0.000035	-0.0007	0.00E+00
243.583	0.7393	0.7396	2.942836	2.94276	4.44E-02	184.817	34.5298	-0.000069	0.0003	96.4596	-68.25802	-75.15876	-0.0697	0	0.0003	34.5332	34.5319	-0.0013	-0.000077	241	34.5332	34.5319	27.6869	27.6869	0.0003	-0.000077	-0.0013	0.00E+00
244.594	0.76	0.7603	2.945145	2.945066	4.43E-02	184.596	34.5356	-0.000077	0.0003	96.4814	-68.25802	-75.15876	-0.0688	0	0.0003	34.5394	34.5381	-0.0013	-0.000079	242	34.5394	34.5381	27.6906	27.6906	0.0003	-0.000079	-0.0013	0.00E+00
245.605	0.7748	0.7757	2.946733	2.94669	4.43E-02	184.16	34.5387	-0.000042	0.0008	96.4782	-68.25802	-75.15876	-0.0729	0	0.0008	34.5429	34.5415	-0.0015	-0.000043	243	34.5429	34.5415	27.6925	27.6925	0.0008	-0.000043	-0.0015	0.00E+00
246.617	0.7891	0.7894	2.948277	2.948209	4.43E-02	184.181	34.5425	-0.000067	0.0003	96.4787	-68.25802	-75.15876	-0.0751	0	0.0003	34.5465	34.5453	-0.0012	-0.000069	244	34.5465	34.5453	27.6944	27.6944	0.0003	-0.000069	-0.0012	0.00E+00
247.628	0.8039	0.8014	2.949693	2.949476	4.40E-02	183.721	34.5453	-0.000209	-0.0025	96.4808	-68.25802	-75.15876	-0.0721	0	-0.0025	34.5478	34.5478	0.0001	-0.000217	245	34.5478	34.5478	27.6946	27.6946	-0.0025	-0.000217	0.0001	0.00E+00
248.639	0.8282	0.8265	2.952369	2.952222	4.30E-02	183.352	34.5524	-0.000145	-0.0017	96.4764	-68.25802	-75.15876	-0.0692	0	-0.0017	34.5548	34.5548	0	-0.000147	246	34.5548	34.5548	27.6987	27.6987	-0.0017	-0.000147	0	0.00E+00
249.651	0.8331	0.8332	2.953064	2.952999	4.35E-02	183.247	34.5547	-0.000067	0.0001	96.4835	-68.25802	-75.15876	-0.072	0	0.0001	34.5578	34.5568	-0.001	-0.000065	247	34.5578	34.5568	27.7007	27.7007	0.0001	-0.000065	-0.001	0.00E+00
250.662	0.8419	0.8416	2.953973	2.953855	4.25E-02	182.831	34.556	-0.000117	-0.0003	96.4862	-68.25802	-75.15876	-0.0697	0	-0.0003	34.5592	34.5579	-0.0012	-0.000117	248	34.5591	34.5579	27.7013	27.7013	-0.0003	-0.000117	-0.0012	0.00E+00
251.673	0.858	0.8573	2.955635	2.955533	4.20E-02	182.482	34.5596	-0.000103	-0.0007	96.4789	-68.25802	-75.15876	-0.0754	0	-0.0007	34.5621	34.5616	-0.0005	-0.000103	249	34.5621	34.5616	27.7026	27.7026	-0.0007	-0.000103	-0.0005	0.00E+00
252.685	0.8748	0.8749	2.957572	2.95749	4.11E-02	182.516	34.5646	-0.000083	0.0001	96.4811	-68.25802	-75.15876	-0.0683	0	0.0001	34.5679	34.5668	-0.0012	-0.000082	250	34.5679	34.5668	27.7062	27.7062	0.0001	-0.000082	-0.0012	0.00E+00
253.696	0.8778	0.8777	2.957894	2.957808	4.13E-02	182.416	34.5653	-0.000086	-0.0001	96.4843	-68.25802	-75.15876	-0.0728	0	-0.0001	34.5682	34.5672	-0.001	-0.000086	251	34.5682	34.5672	27.7063	27.7063	-0.0001	-0.000086	-0.001	0.00E+00
254.707	0.8745	0.8748	2.957669	2.957563	4.10E-02	182.103	34.5654	-0.000107	0.0003	96.4839	-68.25802	-75.15876	-0.0725	0	0.0003	34.5683	34.5667	-0.0017	-0.000106	252	34.5683	34.5667	27.7066	27.7066	0.0003	-0.000106	-0.0017	0.00E+00
255.719	0.9024	0.9015	2.96048	2.960299	4.02E-02	181.106	34.57	-0.00018	-0.0009	96.4882	-68.25802	-75.15876	-0.0435	0	-0.0009	34.573	34.5717	-0.0013	-0.000181	253	34.573	34.5717	27.7086	27.7086	-0.0009	-0.000181	-0.0013	0.00E+00
256.73	0.9235	0.9238	2.962825	2.962729	3.89E-02	181.072	34.5756	-0.000096	0.0003	96.4771	-68.25802	-75.15876	-0.0673	0	0.0003	34.5794	34.5778	-0.0016	-0.000096	254	34.5794	34.5778	27.7123	27.7123	0.0003	-0.000096	-0.0016	0.00E+00
257.742	0.9374	0.9377	2.964368	2.964291	3.92E-02	180.732	34.5796	-0.000078	0.0003	96.4785	-68.25802	-75.15876	-0.0668	0	0.0003	34.5832	34.5819	-0.0013	-0.000077	255	34.5832	34.5819	27.7145	27.7145	0.0003	-0.000077	-0.0013	0.00E+00
258.753	0.9468	0.9469	2.965403	2.965291	4.04E-02	180.758	34.5817	-0.000113	0.0001	96.4552	-68.25802	-75.15876	-0.0667	0	0	34.5855	34.584	-0.0015	-0.000112	256	34.5855	34.584	27.7157	27.7157	0	-0.000112	-0.0015	0.00E+00
259.764	0.9528	0.9535	2.966105	2.966081	3.95E-02	180.839	34.584	-0.000026	0.0007	96.4799	-68.25802	-75.15876	-0.0713	0	0.0007	34.5873	34.5862	-0.0011	-0.000024	257	34.5873	34.5862	27.7167	27.7167	0.0007	-0.000024	-0.0011	0.00E+00
260.776	0.9489	0.9519	2.965689	2.96593	3.82E-02	180.607	34.584	0.000235	0.003	96.4789	-68.25802	-75.15876	-0.0696	0	0.003	34.5857	34.5855	-0.0003	0.00024	258	34.5857	34.5855	27.7157	27.7157	0.003	0.00024	-0.0003	0.00E+00
261.787	0.9566	0.9647	2.966514	2.967305	3.91E-02	180.471	34.587	0.000771	0.0081	96.4809	-68.25802	-75.15876	-0.0751	0	0.0082	34.5873	34.5884	0.0009	0.000791	259	34.5873	34.5884	27.7165	27.7165	0.0082	0.000791	0.0009	0.00E+00
262.799	0.9731	0.9734	2.968319	2.968258	3.79E-02	180.206	34.5889	-0.000056	0.0004	96.4726	-68.25802	-75.15876	-0.0689	0	0.0004	34.5916	34.5904	-0.0012	-0.00006	260	34.5916	34.5904	27.7189	27.7189	0.0004	-0.00006	-0.0012	0.00E+00
263.81	0.9793	0.9795	2.969018	2.968945	3.81E-02	179.955	34.5905	-0.000069	0.0002	96.479	-68.25802	-75.15876	-0.0683	0	0.0002	34.5932	34.592	-0.0011	-0.000073	261	34.5932	34.592	27.7197	27.7197	0.0002	-0.000073	-0.0011	0.00E+00
264.821	0.9834	0.983	2.969455	2.969341	3.81E-02	180.015	34.5912	-0.000108	-0.0004	96.4805	-68.25802	-75.15876	-0.0718	0	-0.0004	34.5936	34.5926	-0.0009	-0.000114	262	34.5936	34.5926	27.7198	27.7198	-0.0004	-0.000114	-0.0009	0.00E+00
265.833	0.991	0.9902	2.970237	2.9701	3.79E-02	179.84	34.5926	-0.000132	-0.0008	96.4672	-68.25802	-75.15876	-0.0724	0	-0.0008	34.5947	34.5938	-0.0008	-0.000137	263	34.5947	34.5938	27.7202	27.7202	-0.0008	-0.000137	-0.0008	0.00E+00
266.844	1.0124	1.0119	2.97248	2.972347	3.78E-02	179.403	34.5965	-0.00013	-0.0005	96.4799	-68.25802	-75.15876	-0.0689	0	-0.0004	34.5993	34.598	-0.0012	-0.000133	264	34.5993	34.598	27.7224	27.7224	-0.0004	-0.000133	-0.0012	0.00E+00
267.856	1.0382	1.0352	2.975064	2.974784	3.78E-02	179.226	34.6012	-0.000272	-0.003	96.4741	-68.25802	-75.15876	-0.0727	0	-0.003	34.6033	34.603	-0.0001	-0.00028	265	34.6033	34.603	27.724	27.724	-0.003	-0.00028	-0.0001	0.00E+00
268.867	1.0636	1.0633	2.977848	2.977741	3.77E-02	178.968	34.607	-0.000107	-0.0003	96.4898	-68.25802	-75.15876	-0.0578	0	-0.0003	34.6103	34.6093	-0.0011	-0.000107	266	34.6103	34.6093	27.7279	27.7279	-0.0003	-0.000107	-0.0011	0.00E+00
269.879	1.0855	1.0848	2.980206	2.980027	3.73E-02	178.722	34.6117	-0.000177	-0.0007	96.4831	-68.25802	-75.15876	-0.0649	0	-0.0007	34.6158	34.6143	-0.0015	-0.000179	267	34.6158	34.6143	27.7309	27.7309	-0.0007	-0.000179	-0.0015	0.00E+00
270.89	1.098	1.098	2.981576	2.981452	3.70E-02	178.677	34.6147	-0.000126	0	96.4705	-68.25802	-75.15876	-0.0689	0	0	34.6189	34.6173	-0.0016	-0.000124	268	34.6189	34.6173	27.7325	27.7325	0	-0.000124	-0.0016	0.00E+00
271.901	1.1164	1.1167	2.983529	2.983442	3.64E-02	178.434	34.6188	-0.00009	0.0003	96.4006	-68.25802	-75.15876	-0.0746	0	0.0003	34.623	34.6216	-0.0015	-0.000087	269	34.623	34.6216	27.7346	27.7346	0.0003	-0.000087	-0.0015	0.00E+00
272.913	1.1205	1.1204	2.983976	2.983904	3.64E-02	178.545	34.6204	-0.000073	-0.0001	96.4795	-68.25802	-75.15876	-0.0709	0	-0.0001	34.6236	34.6228	-0.0008	-0.000072	270	34.6236	34.6228	27.7348	27.7348	-0.0001	-0.000072	-0.0008	0.00E+00
273.924	1.1252	1.1249	2.984485	2.984384	3.64E-02	178.38	34.6215	-0.000101	-0.0003	96.4973	-68.25802	-75.15876	-0.0705	0	-0.0003	34.6244	34.6234	-0.0009	-0.000101	271	34.6244	34.6234	27.7351	27.7351	-0.0003	-0.000101	-0.0009	0.00E+00
274.936	1.1296	1.1285	2.984958	2.984773	3.64E-02	178.343	34.6224	-0.000182	-0.0012	96.5051	-68.25802	-75.15876	-0.0716	0	-0.0012	34.625	34.6239	-0.001	-0.000185	272	34.625	34.6239	27.7352	27.7352	-0.0012	-0.000185	-0.001	0.00E+00
275.947	1.1367	1.137	2.985756	2.98572	3.67E-02	177.941	34.6247	-0.000039	0.0004	96.5044	-68.25802	-75.15876	-0.0695	0	0.0004	34.6268	34.6259	-0.0009	-0.000036	273	34.6268	34.6259	27.7362	27.7362	0.0004	-0.000036	-0.0009	0.00E+00
276.959	1.1432	1.1434	2.986555	2.986473	3.65E-02	177.956	34.6268	-0.000083	0.0002	96.5161	-68.25802	-75.15876	-0.0734	0	0.0002	34.6292	34.628	-0.0013	-0.000082	274	34.6292	34.628	27.7377	27.7377	0.0002	-0.000082	-0.0013	0.00E+00
277.97	1.147	1.1473	2.986994	2.986919	3.58E-02	177.823	34.6277	-0.000077	0.0002	96.5103	-68.25802	-75.15876	-0.0752	0	0.0002	34.63	34.6288	-0.0013	-0.000075	275	34.63	34.6288	27.7381	27.7381	0.0002	-0.000075	-0.0013	0.00E+00
